City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,n'dalatando,-9.2978,14.9116,64.96,80,86,3.15,AO,1690058688
360,moires,35.0532,24.8744,87.12,36,0,3.0,GR,1690058688
361,porbandar,21.6422,69.6093,81.01,88,100,13.87,IN,1690058420
362,sao vicente,-23.9631,-46.3919,80.78,51,20,5.75,BR,1690058508
363,saguenay,48.4168,-71.0657,71.71,85,100,4.61,CA,1690058689
364,ballalpur,19.8333,79.35,75.47,94,98,4.43,IN,1690058690
365,rtishchevo,52.2604,43.7874,61.34,70,100,4.0,RU,1690058690
366,reggane,26.7158,0.1714,104.25,11,78,7.83,DZ,1690058691
367,emerald,-23.5333,148.1667,52.34,51,11,8.93,AU,1690058691
368,panaba,21.2833,-88.2667,91.36,54,88,11.54,MX,1690058692
369,sandnessjoen,66.0217,12.6316,57.72,88,75,4.61,NO,1690058692
370,kerikeri,-35.2268,173.9474,46.9,94,35,1.99,NZ,1690058571
371,mar del plata,-38.0023,-57.5575,53.1,92,100,11.5,AR,1690058623
372,itacare,-14.2775,-38.9967,70.97,89,25,6.73,BR,1690058693
373,lijiang,26.8688,100.2207,57.74,95,68,2.84,CN,1690058694
374,sarakhs,36.5449,61.1577,84.9,19,0,8.39,IR,1690058694
375,salaya,22.3167,69.6,81.75,88,100,15.55,IN,1690058695
376,dunay,42.8803,132.3375,66.65,97,100,11.63,RU,1690058695
377,rosarito,32.3333,-117.0333,79.03,67,90,9.66,MX,1690058696
378,magadan,59.5667,150.8,56.53,97,100,3.53,RU,1690058696
379,codrington,-38.2667,141.9667,50.27,63,93,9.31,AU,1690058697
380,arteche,12.2645,125.4048,76.68,92,99,14.45,PH,1690058698
381,iaciara,-14.0958,-46.6317,78.66,33,2,6.49,BR,1690058698
382,cockburn town,21.4612,-71.1419,82.44,75,88,11.77,TC,1690058699
383,da nang,16.0678,108.2208,78.78,89,20,2.3,VN,1690058699
384,sorong,-0.8833,131.25,78.73,83,92,12.33,ID,1690058700
385,port elizabeth,-33.918,25.5701,51.1,78,0,7.67,ZA,1690058452
386,weno,7.4515,151.8468,80.55,94,100,3.44,FM,1690058701
387,canatlan,24.5167,-104.7833,84.16,27,99,17.63,MX,1690058701
388,luza,60.6308,47.2512,56.97,82,100,8.19,RU,1690058702
389,twon-brass,4.3151,6.2418,78.24,82,99,14.2,NG,1690058702
390,portland,45.5234,-122.6762,89.56,38,20,8.05,US,1690058166
391,crescent city,41.756,-124.2018,71.49,77,20,9.22,US,1690058704
392,kongsberg,59.6652,9.6465,53.19,93,97,1.07,NO,1690058704
393,road town,18.4167,-64.6167,87.89,66,40,6.91,VG,1690058706
394,gabes,33.8815,10.0982,93.16,27,0,9.22,TN,1690058707
395,nova vicosa,-17.8919,-39.3719,71.11,87,20,10.67,BR,1690058708
396,nyurba,63.2842,118.3319,65.5,80,100,4.23,RU,1690058709
397,leava,-14.3,-178.1667,79.11,75,61,7.78,WF,1690058710
398,kapa'a,22.0752,-159.319,82.38,83,100,14.97,US,1690058711
399,sao joao da barra,-21.6403,-41.0511,73.49,83,5,14.12,BR,1690058711
400,nanao,37.05,136.9667,76.17,86,5,3.31,JP,1690058712
401,ancud,-41.8697,-73.8203,44.73,66,74,8.23,CL,1690058576
402,khovd,48.0056,91.6419,63.16,45,0,4.72,MN,1690058713
403,niwai,26.35,75.9167,86.13,61,98,7.27,IN,1690058714
404,shingu,33.7333,135.9833,75.24,89,7,4.83,JP,1690058715
405,livingston,55.9029,-3.5226,57.2,94,75,12.66,GB,1690058440
406,el calafate,-50.3408,-72.2768,25.41,82,17,3.8,AR,1690058716
407,tazacorte,28.629,-17.9293,74.37,75,20,19.57,ES,1690058717
408,kingston,17.997,-76.7936,92.35,68,20,23.02,JM,1690058446
409,shenjiamen,29.9576,122.298,79.39,89,100,21.81,CN,1690058718
410,vallenar,-28.5708,-70.7581,69.58,24,100,2.53,CL,1690058718
411,les anglais,18.3054,-74.2197,86.22,69,22,8.3,HT,1690058719
412,hilo,19.7297,-155.09,81.1,86,75,3.0,US,1690058674
413,korla,41.7597,86.1469,83.95,27,91,3.89,CN,1690058720
414,esil,51.9556,66.4042,71.76,47,100,8.32,KZ,1690058721
415,santo antonio do sudoeste,-26.0736,-53.7253,69.96,64,6,7.11,BR,1690058721
416,quinta do anjo,38.5675,-8.9423,68.2,77,0,13.13,PT,1690058662
417,leh,34.1667,77.5833,62.06,64,95,5.19,IN,1690058722
418,khunti,23.0833,85.2833,77.11,97,100,9.19,IN,1690058723
419,kouroussa,10.65,-9.8833,74.66,91,27,6.51,GN,1690058724
420,haiku-pauwela,20.9219,-156.3051,83.25,61,40,18.41,US,1690058725
421,strathmore,51.0501,-113.3852,88.36,32,4,5.99,CA,1690058725
422,mukalla,14.5425,49.1242,88.5,60,99,3.0,YE,1690058726
423,sayat,38.7839,63.8803,89.47,17,1,19.71,TM,1690058727
424,bandarbeyla,9.4942,50.8122,74.91,83,15,31.18,SO,1690058728
425,flin flon,54.7682,-101.865,73.24,38,20,11.5,CA,1690058623
426,andergrove,-21.0833,149.1833,63.43,78,9,9.37,AU,1690058730
427,pokhara,28.2333,83.9833,72.68,98,100,1.83,NP,1690058731
428,barra de santo antonio,-9.4047,-35.5072,74.48,81,67,14.32,BR,1690058732
429,aleysk,52.4926,82.7822,58.98,89,100,8.1,RU,1690058733
430,sussex,41.1834,-74.6663,83.57,47,20,3.44,US,1690058733
431,padangsidempuan,1.3667,99.2667,70.75,99,62,1.95,ID,1690058734
432,san lawrenz,36.0553,14.204,85.41,71,0,5.55,MT,1690058735
433,riosucio,5.4216,-75.7032,69.03,77,100,1.81,CO,1690058736
434,port saint john's,-31.6229,29.5448,65.28,52,49,5.37,ZA,1690058603
435,fuzesgyarmat,47.1,21.2167,70.95,52,76,7.09,HU,1690058737
436,constantia,44.1833,28.65,77.7,69,0,1.25,RO,1690058588
437,shalkar,47.8288,59.6258,82.29,32,28,4.5,KZ,1690058738
438,verkh-chebula,56.0308,87.6218,57.18,92,94,8.75,RU,1690058738
439,namibe,-15.1961,12.1522,62.38,88,97,9.8,AO,1690058609
440,zheleznodorozhnyy,55.7503,38.0042,64.58,60,98,6.31,RU,1690058739
441,palikir - national government center,6.9248,158.1611,77.74,89,100,4.61,FM,1690058740
442,hammerfest,70.6634,23.6821,50.45,76,98,11.5,NO,1690058740
443,khvalynsk,52.4906,48.1058,62.71,69,100,3.78,RU,1690058741
444,nuuk,64.1835,-51.7216,45.21,100,75,19.57,GL,1690058741
445,grand island,40.925,-98.342,89.89,52,0,1.99,US,1690058742
446,coquimbo,-29.9533,-71.3436,62.33,88,75,12.66,CL,1690058578
447,port macquarie,-31.4333,152.9167,46.89,68,100,8.66,AU,1690058506
448,manaure,11.7751,-72.4445,92.34,49,2,18.21,CO,1690058743
449,richards bay,-28.783,32.0377,64.33,64,40,10.71,ZA,1690058743
450,ad dabbah,18.05,30.95,93.47,12,5,5.97,SD,1690058744
451,nueva gerona,21.8833,-82.8,90.54,58,12,6.13,CU,1690058744
452,ar ruways,24.1103,52.7306,89.94,77,75,7.92,AE,1690058745
453,wad az zaki,14.4619,32.2065,88.99,46,28,13.89,SD,1690058745
454,moyale,3.5167,39.0584,70.65,65,82,14.92,KE,1690058746
455,meadow lake,34.8014,-106.5436,95.85,23,0,10.02,US,1690058746
456,santa elena de uairen,4.6167,-61.1333,73.98,80,58,5.88,VE,1690058747
457,luderitz,-26.6481,15.1594,54.28,70,97,9.73,NA,1690058747
458,kirakira,-10.4544,161.9205,78.69,88,100,5.73,SB,1690058747
459,chiri-yurt,43.0867,45.7406,76.98,89,20,6.02,RU,1690058748
460,zilair,52.2332,57.4392,53.85,96,17,4.12,RU,1690058748
461,masterton,-40.9597,175.6575,44.89,97,100,4.0,NZ,1690058749
462,timbo,-26.8233,-49.2717,64.22,94,77,2.1,BR,1690058749
463,vilyuysk,63.7553,121.6247,66.72,83,60,6.02,RU,1690058750
464,cromwell,41.5951,-72.6454,85.37,50,20,10.36,US,1690058707
465,onega,63.9061,38.1404,53.53,98,100,4.56,RU,1690058610
466,bako,5.7833,36.5667,63.46,75,84,4.25,ET,1690058751
467,mossel bay,-34.1831,22.146,46.33,73,1,8.03,ZA,1690058752
468,djambala,-2.5447,14.7533,77.34,54,95,3.15,CG,1690058753
469,ariquemes,-9.9133,-63.0408,91.92,28,0,2.44,BR,1690058754
470,freetown,8.484,-13.2299,76.71,94,75,4.61,SL,1690058755
471,plastun,44.7561,136.2939,63.61,95,77,3.04,RU,1690058755
472,mo i rana,66.3128,14.1428,58.32,87,100,3.44,NO,1690058756
473,sulphur,30.2366,-93.3774,98.8,57,40,12.66,US,1690058756
474,arrifes,37.7667,-25.7,70.05,73,40,3.44,PT,1690058757
475,udachny,66.4167,112.4,68.45,55,8,8.1,RU,1690058757
476,dwarka,22.2394,68.9678,82.51,85,100,14.54,IN,1690058758
477,terenozek,45.05,64.9833,78.4,25,0,4.85,KZ,1690058758
478,peace river,56.2501,-117.286,82.71,41,20,2.3,CA,1690058601
479,kegeyli shahar,42.7767,59.6078,80.69,25,0,6.49,UZ,1690058759
480,qoryooley,1.7878,44.53,74.64,88,100,9.4,SO,1690058759
481,tamandare,-8.7597,-35.1047,75.04,80,63,13.29,BR,1690058760
482,bengkulu,-3.8004,102.2655,75.61,92,91,4.12,ID,1690058760
483,howard springs,-12.497,131.047,71.51,53,11,7.61,AU,1690058761
484,barabai,-2.5833,115.3833,73.76,90,92,1.72,ID,1690058761
485,mahbubabad,17.6167,80.0167,76.08,91,100,5.41,IN,1690058762
486,al jawf,29.5,38.75,88.11,16,24,8.25,SA,1690058762
487,ad-damazin,11.7891,34.3592,78.53,71,100,8.86,SD,1690058763
488,tynda,55.1667,124.7167,57.97,85,56,2.19,RU,1690058764
489,padampur,29.6833,73.6167,92.93,52,100,7.92,IN,1690058765
490,fisterra,42.9049,-9.2629,65.75,75,100,14.12,ES,1690058766
491,narasannapeta,18.4167,84.05,81.43,85,100,2.28,IN,1690058766
492,kargasok,59.0556,80.8572,64.85,82,100,6.69,RU,1690058585
493,paraparaumu,-40.9167,175.0167,47.25,92,100,7.27,NZ,1690058767
494,egilsstadir,65.2653,-14.3948,55.31,71,40,5.75,IS,1690058768
495,nizhnevartovsk,60.9344,76.5531,64.42,100,0,2.24,RU,1690058768
496,semnan,35.5729,53.3971,83.97,39,23,11.59,IR,1690058769
497,naze,28.3667,129.4833,81.52,85,99,4.68,JP,1690058770
498,gas city,40.4873,-85.613,84.47,53,0,0.0,US,1690058771
499,oranjemund,-28.55,16.4333,52.38,73,100,5.19,NA,1690058771
500,sur,22.5667,59.5289,88.93,58,100,7.4,OM,1690058617
501,monrovia,6.3005,-10.7969,76.77,82,93,11.7,LR,1690058772
502,kangding,30.0513,101.9603,55.96,86,11,4.36,CN,1690058602
503,bonthe,7.5264,-12.505,77.31,87,75,10.2,SL,1690058773
504,as sulayyil,20.4607,45.5779,97.05,9,84,7.85,SA,1690058774
505,lhokseumawe,5.1801,97.1507,77.31,89,100,4.99,ID,1690058775
506,bhamo,24.2667,97.2333,76.08,99,100,1.25,MM,1690058776
507,merizo village,13.2658,144.6691,81.16,96,100,11.25,GU,1690058776
508,vuktyl,63.8567,57.3094,56.28,96,39,5.41,RU,1690058777
509,kourou,5.1552,-52.6478,84.25,80,29,7.94,GF,1690058778
510,salinopolis,-0.6136,-47.3561,79.18,81,14,9.91,BR,1690058778
511,vila franca do campo,37.7167,-25.4333,72.01,72,24,3.13,PT,1690058779
512,karasburg,-28.0167,18.75,52.92,15,100,6.62,NA,1690058779
513,alaior,39.9303,4.1404,78.55,69,0,5.75,ES,1690058780
514,baardheere,2.3446,42.2764,76.91,73,99,17.16,SO,1690058781
515,igarka,67.4667,86.5833,59.5,97,69,7.78,RU,1690058632
516,bratsk,56.1325,101.6142,57.69,75,22,2.95,RU,1690058781
517,lazaro cardenas,17.9583,-102.2,89.74,51,97,7.31,MX,1690058567
518,daye,30.0833,114.95,75.65,94,90,2.44,CN,1690058783
519,kizner,56.2749,51.508,52.56,90,8,3.67,RU,1690058783
520,ilam,26.9167,87.9167,70.52,93,53,3.29,NP,1690058784
521,mulayjah,27.271,48.4242,96.1,8,13,10.74,SA,1690058784
522,banda aceh,5.5577,95.3222,80.85,68,99,12.59,ID,1690058785
523,tabas,33.5959,56.9244,97.02,11,1,4.61,IR,1690058786
524,loreto,22.2667,-101.9667,84.31,24,86,17.6,MX,1690058786
525,marte,12.3611,13.8246,87.33,52,62,5.08,NG,1690058787
526,lompoc,34.6391,-120.4579,96.01,88,100,8.05,US,1690058787
527,neya,58.2972,43.8681,52.68,97,84,5.66,RU,1690058787
528,koz'modem'yansk,56.3367,46.5711,55.29,89,8,6.89,RU,1690058788
529,bandar lampung,-5.4254,105.258,73.81,92,74,2.48,ID,1690058656
530,pampierstad,-27.7832,24.6877,55.89,51,51,10.87,ZA,1690058789
531,mili,6.0815,171.735,82.06,82,62,14.05,MH,1690058789
532,murun-kuren,49.6342,100.1625,54.09,89,72,0.89,MN,1690058790
533,nakuru,-0.2833,36.0667,57.25,82,73,6.24,KE,1690058791
534,ojinaga,29.5667,-104.4167,103.57,25,0,20.71,MX,1690058791
535,alofi,-19.0595,-169.9187,76.89,78,20,13.18,NU,1690058792
536,live oak,36.9836,-121.9805,104.83,52,0,9.22,US,1690058792
537,culfa,38.9558,45.6308,84.07,44,62,5.19,AZ,1690058793
538,qulsary,46.9531,54.0198,86.45,33,4,16.35,KZ,1690058793
539,leninskoye,41.7589,69.3864,78.44,25,0,3.71,KZ,1690058794
540,taltal,-25.4,-70.4833,67.82,68,53,4.94,CL,1690058794
541,lorengau,-2.0226,147.2712,80.04,81,54,6.33,PG,1690058567
542,caleta de carquin,-11.0925,-77.6267,69.93,74,16,12.71,PE,1690058795
543,kyzyl-mazhalyk,51.1333,90.6,54.72,81,8,1.74,RU,1690058795
544,paracuru,-3.41,-39.0306,81.1,75,11,13.51,BR,1690058796
545,suntar,62.1444,117.6319,64.17,77,75,3.31,RU,1690058797
546,lent'ekhi,42.7856,42.7261,65.3,92,0,4.07,GE,1690058799
547,manakara,-22.1333,48.0167,67.05,90,64,5.44,MG,1690058800
548,yuzhno-kurilsk,44.0306,145.8556,59.56,94,100,9.01,RU,1690058800
549,talitsy,56.5289,42.3344,59.05,78,65,6.38,RU,1690058801
550,port shepstone,-30.7414,30.455,64.29,52,12,6.51,ZA,1690058801
551,harnai,30.1005,67.9374,83.32,67,100,2.59,PK,1690058802
552,puerto cabezas,14.0351,-83.3888,84.16,89,75,6.91,NI,1690058802
553,kenora,49.8167,-94.4337,77.97,47,40,11.5,CA,1690058803
554,whakatane,-37.9585,176.9854,44.89,90,88,4.0,NZ,1690058803
555,marand,38.4329,45.7749,73.2,50,17,5.01,IR,1690058804
556,san ignacio,17.1561,-89.0714,86.14,70,0,4.61,BZ,1690058804
557,dipayal,29.2608,80.94,76.06,92,100,2.89,NP,1690058804
558,chefchaouene,35.1688,-5.2636,71.17,39,11,1.5,MA,1690058805
559,kununurra,-15.7667,128.7333,67.98,40,24,12.66,AU,1690058805
560,polyarnyy,69.1989,33.4478,48.45,82,100,12.57,RU,1690058806
561,ambon,-3.6954,128.1814,79.88,95,40,2.3,ID,1690058806
562,tosontsengel,48.7567,98.2839,50.97,87,99,0.31,MN,1690058806
563,nagqu,31.5,92.0,39.78,91,100,4.38,CN,1690058608
564,kiamba,5.9894,124.6242,76.95,83,100,4.23,PH,1690058807
565,nishinoomote,30.7333,131.0,80.33,85,100,5.86,JP,1690058808
566,mecca,21.4267,39.8261,92.66,20,4,4.72,SA,1690058808
567,businga,3.3333,20.8833,74.68,82,89,0.81,CD,1690058809
568,le port,-20.9373,55.2919,71.6,91,58,7.29,RE,1690058626
569,mejit,10.2753,170.8646,82.63,74,62,19.06,MH,1690058810
570,caister-on-sea,52.6481,1.7265,59.41,93,100,20.92,GB,1690058810
571,dvurechensk,56.5982,61.0953,61.18,98,24,7.52,RU,1690058811
